text,tactic,technique
"Once logged into the site, an adversary can access sensitive information, read email, or perform actions that the victim account has permissions to perform.",TA0008,T1550.004
There have been examples of malware targeting session cookies to bypass multi-factor authentication systems.,TA0008,T1550.004
"APT29 used stolen cookies to access cloud resources, and a forged duo-sid cookie to bypass MFA set on an email account.",TA0008,T1550.004
Configure browsers or tasks to regularly delete persistent cookies.,TA0008,T1550.004
"Monitor for third-party application logging, messaging, and/or other service artifacts that provide context of user authentication to web applications, including cloud-based services.",TA0008,T1550.004
Combine this information with web credentials usage events to identify authentication events that do not fit the organization baseline.,TA0008,T1550.004
Monitor for anomalous access of websites and cloud-based applications by the same user in different locations or by different systems that do not match expected configurations.,TA0008,T1550.004
Adversaries may attempt to position themselves between two or more networked devices using an adversary-in-the-middle (AiTM) technique to support follow-on behaviors such as Network Sniffing or Transmitted Data Manipulation.,TA0009,T1557
"By abusing features of common networking protocols that can determine the flow of network traffic ( ARP, DNS, LLMNR, ), adversaries may force a device to communicate through an adversary controlled system so they can collect information or perform additional actions.",TA0009,T1557
"For example, adversaries may manipulate victim DNS settings to enable other malicious activities such as preventing/redirecting users from accessing legitimate sites and/or pushing additional malware.",TA0009,T1557
"Downgrade Attacks can also be used to establish an AiTM position, such as by negotiating a less secure, deprecated, or weaker version of communication protocol (SSL/TLS) or encryption algorithm.",TA0009,T1557
"Adversaries may also leverage the AiTM position to attempt to monitor and/or modify traffic, such as in Transmitted Data Manipulation.",TA0009,T1557
"Adversaries can setup a position similar to AiTM to prevent traffic from flowing to the appropriate destination, potentially to Impair Defenses and/or in support of a Network Denial of Service.",TA0009,T1557
Dok proxies web traffic to potentially monitor and alter victim HTTP(S) traffic.,TA0009,T1557
Kimsuky has used modified versions of PHProxy to examine web traffic between the victim and the accessed website.,TA0009,T1557
"Disable legacy network protocols that may be used   to intercept network traffic if applicable, especially those that are not needed within an environment.",TA0009,T1557
Ensure that all wired and/or wireless traffic is encrypted appropriately.,TA0009,T1557
"Use best practices for authentication protocols, such as Kerberos, and ensure web traffic that may contain credentials is protected by SSL/TLS.",TA0009,T1557
"Use network appliances and host-based security software to block network traffic that is not necessary within the environment, such as legacy protocols that may be leveraged for AiTM conditions.",TA0009,T1557
Limit access to network infrastructure and resources that can be used to reshape traffic or otherwise produce AiTM conditions.,TA0009,T1557
Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.,TA0009,T1557
Network segmentation can be used to isolate infrastructure components that do not require broad network access.,TA0009,T1557
"This may mitigate, or at least alleviate, the scope of AiTM activity.",TA0009,T1557
Train users to be suspicious about certificate errors.,TA0009,T1557
Adversaries may use their own certificates in an attempt to intercept HTTPS traffic.,TA0009,T1557
Certificate errors may arise when the application’s certificate does not match the one expected by the host.,TA0009,T1557
Monitor application logs for changes to settings and other events associated with network protocols and other services commonly abused for AiTM.,TA0009,T1557
Monitor network traffic for anomalies associated with known AiTM behavior.,TA0009,T1557
Monitor for network traffic originating from unknown/unexpected hardware devices.,TA0009,T1557
Local network traffic metadata (such as source MAC addressing) as well as usage of network management protocols such as DHCP may be helpful in identifying hardware.,TA0009,T1557
Monitor for newly constructed services/daemons through Windows event logs for event IDs 4697 and 7045.,TA0009,T1557
"Monitor HKLM\Software\Policies\Microsoft\Windows NT\DNSClient for changes to the ""EnableMulticast"" DWORD value.",TA0009,T1557
"A value of ""0"" indicates LLMNR is disabled.",TA0009,T1557
"By responding to LLMNR/NBT-NS network traffic, adversaries may spoof an authoritative source for name resolution to force communication with an adversary controlled system.",TA0009,T1557.001
This activity may be used to collect or relay authentication materials.,TA0009,T1557.001
Link-Local Multicast Name Resolution (LLMNR) and NetBIOS Name Service (NBT-NS) are Microsoft Windows components that serve as alternate methods of host identification.,TA0009,T1557.001
LLMNR is based upon the Domain Name System (DNS) format and allows hosts on the same local link to perform name resolution for other hosts.,TA0009,T1557.001
NBT-NS identifies systems on a local network by their NetBIOS name.,TA0009,T1557.001
"Adversaries can spoof an authoritative source for name resolution on a victim network by responding to LLMNR (UDP 5355)/NBT-NS (UDP 137) traffic as if they know the identity of the requested host, effectively poisoning the service so that the victims will communicate with the adversary controlled system.",TA0009,T1557.001
"If the requested host belongs to a resource that requires identification/authentication, the username and NTLMv2 hash will then be sent to the adversary controlled system.",TA0009,T1557.001
The adversary can then collect the hash information sent over the wire through tools that monitor the ports for traffic or through Network Sniffing and crack the hashes offline through Brute Force to obtain the plaintext passwords.,TA0009,T1557.001
"In some cases where an adversary has access to a system that is in the authentication path between systems or when automated scans that use credentials attempt to authenticate to an adversary controlled system, the NTLMv2 hashes can be intercepted and relayed to access and execute code against a target system.",TA0009,T1557.001
The relay step can happen in conjunction with poisoning but may also be independent of it.,TA0009,T1557.001
"Several tools exist that can be used to poison name services within local networks such as NBNSpoof, Metasploit, and Responder.",TA0009,T1557.001
Empire can use Inveigh to conduct name service poisoning for credential theft and associated relay attacks.,TA0009,T1557.001
Impacket modules like ntlmrelayx and smbrelayx can be used in conjunction with Network Sniffing and LLMNR/NBT-NS Poisoning and SMB Relay to gather NetNTLM credentials for Brute Force or relay attacks that can gain code execution.,TA0009,T1557.001
Lazarus Group executed Responder using the command [Responder file path] -i [IP address] -rPv on a compromised host to harvest credentials and move laterally.,TA0009,T1557.001
PoshC2 can use Inveigh to conduct name service poisoning for credential theft and associated relay attacks.,TA0009,T1557.001
Pupy can sniff plaintext network credentials and use NBNS Spoofing to poison name services.,TA0009,T1557.001
Responder is used to poison name services to gather hashes and credentials from systems within a local network.,TA0009,T1557.001
"Wizard Spider has used the Invoke-Inveigh PowerShell cmdlets, likely for name service poisoning.",TA0009,T1557.001
Disable LLMNR and NetBIOS in local computer security settings or by group policy if they are not needed within an environment.,TA0009,T1557.001
Use host-based security software to block LLMNR/NetBIOS traffic.,TA0009,T1557.001
Enabling SMB Signing can stop NTLMv2 relay attacks.,TA0009,T1557.001
Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.,TA0009,T1557.001
Network segmentation can be used to isolate infrastructure components that do not require broad network access.,TA0009,T1557.001
"This may mitigate, or at least alleviate, the scope of AiTM activity.",TA0009,T1557.001
Monitor for traffic on ports UDP 5355 and UDP 137 if LLMNR/NetBIOS is disabled by security policy.,TA0009,T1557.001
Monitor for network traffic originating from unknown/unexpected hardware devices.,TA0009,T1557.001
Local network traffic metadata (such as source MAC addressing) as well as usage of network management protocols such as DHCP may be helpful in identifying hardware.,TA0009,T1557.001
Monitor for newly constructed services/daemons through Windows event logs for event IDs 4697 and 7045.,TA0009,T1557.001
Deploy an LLMNR/NBT-NS spoofing detection tool.,TA0009,T1557.001
"Monitor HKLM\Software\Policies\Microsoft\Windows NT\DNSClient for changes to the ""EnableMulticast"" DWORD value.",TA0009,T1557.001
"A value of ""0"" indicates LLMNR is disabled.",TA0009,T1557.001
Adversaries may poison Address Resolution Protocol (ARP) caches to position themselves between the communication of two or more networked devices.,TA0009,T1557.002
This activity may be used to enable follow-on behaviors such as Network Sniffing or Transmitted Data Manipulation.,TA0009,T1557.002
"The ARP protocol is used to resolve IPv4 addresses to link layer addresses, such as a media access control (MAC) address.",TA0009,T1557.002
Devices in a local network segment communicate with each other by using link layer addresses.,TA0009,T1557.002
"If a networked device does not have the link layer address of a particular networked device, it may send out a broadcast ARP request to the local network to translate the IP address to a MAC address.",TA0009,T1557.002
The device with the associated IP address directly replies with its MAC address.,TA0009,T1557.002
The networked device that made the ARP request will then use as well as store that information in its ARP cache.,TA0009,T1557.002
An adversary may passively wait for an ARP request to poison the ARP cache of the requesting device.,TA0009,T1557.002
"The adversary may reply with their MAC address, thus deceiving the victim by making them believe that they are communicating with the intended networked device.",TA0009,T1557.002
"For the adversary to poison the ARP cache, their reply must be faster than the one made by the legitimate IP address owner.",TA0009,T1557.002
Adversaries may also send a gratuitous ARP reply that maliciously announces the ownership of a particular IP address to all the devices in the local network segment.,TA0009,T1557.002
The ARP protocol is stateless and does not require authentication.,TA0009,T1557.002
"Therefore, devices may wrongly add or update the MAC address of the IP address in their ARP cache.",TA0009,T1557.002
Adversaries may use ARP cache poisoning as a means to intercept network traffic.,TA0009,T1557.002
"This activity may be used to collect and/or relay data such as credentials, especially those sent over an insecure, unencrypted protocol.",TA0009,T1557.002
Cleaver has used custom tools to facilitate ARP cache poisoning.,TA0009,T1557.002
Consider disabling updating the ARP cache on gratuitous ARP replies.,TA0009,T1557.002
Ensure that all wired and/or wireless traffic is encrypted appropriately.,TA0009,T1557.002
"Use best practices for authentication protocols, such as Kerberos, and ensure web traffic that may contain credentials is protected by SSL/TLS.",TA0009,T1557.002
Consider enabling DHCP Snooping and Dynamic ARP Inspection on switches to create mappings between IP addresses requested via DHCP and ARP tables and tie the values to a port on the switch that may block bogus traffic.,TA0009,T1557.002
Create static ARP entries for networked devices.,TA0009,T1557.002
Implementing static ARP entries may be infeasible for large networks.,TA0009,T1557.002
Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.,TA0009,T1557.002
Train users to be suspicious about certificate errors.,TA0009,T1557.002
Adversaries may use their own certificates in an attempt to intercept HTTPS traffic.,TA0009,T1557.002
Certificate errors may arise when the application’s certificate does not match the one expected by the host.,TA0009,T1557.002
"Monitor network traffic for unusual ARP traffic, gratuitous ARP replies may be suspicious.",TA0009,T1557.002
Consider collecting changes to ARP caches across endpoints for signs of ARP poisoning.,TA0009,T1557.002
"For example, if multiple IP addresses map to a single MAC address, this could be an indicator that the ARP cache has been poisoned.",TA0009,T1557.002
Monitor for network traffic originating from unknown/unexpected hardware devices.,TA0009,T1557.002
Local network traffic metadata (such as source MAC addressing) as well as usage of network management protocols such as DHCP may be helpful in identifying hardware.,TA0009,T1557.002
Adversaries may redirect network traffic to adversary-owned systems by spoofing Dynamic Host Configuration Protocol (DHCP) traffic and acting as a malicious DHCP server on the victim network.,TA0009,T1557.003
"By achieving the adversary-in-the-middle (AiTM) position, adversaries may collect network communications, including passed credentials, especially those sent over insecure, unencrypted protocols.",TA0009,T1557.003
This may also enable follow-on behaviors such as Network Sniffing or Transmitted Data Manipulation.,TA0009,T1557.003
DHCP is based on a client-server model and has two functionalities: a protocol for providing network configuration settings from a DHCP server to a client and a mechanism for allocating network addresses to clients.,TA0009,T1557.003
The typical server-client interaction is as follows:,TA0009,T1557.003
The client broadcasts a DISCOVER message.,TA0009,T1557.003
"The server responds with an OFFER message, which includes an available network address.",TA0009,T1557.003
"The client broadcasts a REQUEST message, which includes the network address offered.",TA0009,T1557.003
The server acknowledges with an ACK message and the client receives the network configuration parameters.,TA0009,T1557.003
"Adversaries may spoof as a rogue DHCP server on the victim network, from which legitimate hosts may receive malicious network configurations.",TA0009,T1557.003
"For example, malware can act as a DHCP server and provide adversary-owned DNS servers to the victimized computers.",TA0009,T1557.003
"Through the malicious network configurations, an adversary may achieve the AiTM position, route client traffic through adversary-controlled systems, and collect information from the client network.",TA0009,T1557.003
"Rather than establishing an AiTM position, adversaries may also abuse DHCP spoofing to perform a DHCP exhaustion attack ( Service Exhaustion Flood) by generating many broadcast DISCOVER messages to exhaust a network’s DHCP allocation pool.",TA0009,T1557.003
The client broadcasts a DISCOVER message.,TA0009,T1557.003
"The server responds with an OFFER message, which includes an available network address.",TA0009,T1557.003
"The client broadcasts a REQUEST message, which includes the network address offered.",TA0009,T1557.003
The server acknowledges with an ACK message and the client receives the network configuration parameters.,TA0009,T1557.003
"Monitor Windows logs (ex: EIDs 1341, 1342, 1020, and 1063) for changes to DHCP settings.",TA0009,T1557.003
These may also highlight DHCP issues such as when IP allocations are low or have run out.,TA0009,T1557.003
"Monitor network traffic for suspicious/malicious behavior involving DHCP, such as changes in DNS and/or gateway parameters.",TA0009,T1557.003
Monitor network traffic for anomalies associated with known AiTM behavior.,TA0009,T1557.003
Consider monitoring for modifications to system configuration files involved in shaping network traffic flow.,TA0009,T1557.003
An adversary may compress and/or encrypt data that is collected prior to exfiltration.,TA0009,T1560
Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network.,TA0009,T1560
Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,TA0009,T1560
"Both compression and encryption are done prior to exfiltration, and can be performed using a utility, 3rd party library, or custom method.",TA0009,T1560
ADVSTORESHELL encrypts with the 3DES algorithm and a hardcoded key prior to exfiltration.,TA0009,T1560
Agent Tesla can encrypt data with 3DES before sending it over to a C2 server.,TA0009,T1560
AppleSeed has compressed collected data before exfiltration.,TA0009,T1560
APT28 used a publicly available tool to gather and compress multiple documents on the DCCC and DNC networks.,TA0009,T1560
APT32's backdoor has used LZMA compression and RC4 encryption before exfiltration.,TA0009,T1560
Aria-body has used ZIP to compress data gathered on a compromised host.,TA0009,T1560
Axiom has compressed and encrypted data prior to exfiltration.,TA0009,T1560
Backdoor.Oldrea writes collected data to a temporary file in an encrypted form before exfiltration to a C2 server.,TA0009,T1560
BloodHound can compress data collected by its SharpHound ingestor into a ZIP file to be written to disk.,TA0009,T1560
BLUELIGHT can zip files before exfiltration.,TA0009,T1560
Cadelspy has the ability to compress stolen data into a .cab file.,TA0009,T1560
Chrommme can encrypt and store on disk collected data before exfiltration.,TA0009,T1560
Daserf hides collected data in password-protected .rar archives.,TA0009,T1560
Dragonfly has compressed data into .zip files prior to exfiltration.,TA0009,T1560
Dtrack packs collected data into a password protected archive.,TA0009,T1560
Emotet has been observed encrypting the data it collects before sending it to the C2 server.,TA0009,T1560
Empire can ZIP directories on the target system.,TA0009,T1560
Epic encrypts collected data using a public key framework before sending it over the C2 channel.,TA0009,T1560
Some variants encrypt the collected data with AES and encode it with base64 before transmitting it to the C2 server.,TA0009,T1560
Exaramel for Windows automatically encrypts files before sending them to the C2 server.,TA0009,T1560
FELIXROOT encrypts collected data with AES and Base64 and then sends it to the C2 server.,TA0009,T1560
"Following data collection, FIN6 has compressed log files into a ZIP archive prior to staging and exfiltration.",TA0009,T1560
Gold Dragon encrypts data using Base64 before being sent to the command and control server.,TA0009,T1560
"Honeybee adds collected files to a temp.zip file saved in the %temp% folder, then base64 encodes it and uploads it to control server.",TA0009,T1560
The Ke3chang group has been known to compress data before exfiltration.,TA0009,T1560
Kessel can RC4-encrypt credentials before sending to the C2.,TA0009,T1560
KONNI has encrypted data and files prior to exfiltration.,TA0009,T1560
"Lazarus Group has compressed exfiltrated data with RAR and used RomeoDelta malware to archive specified directories in .zip format, encrypt the .zip file, and upload it to C2.",TA0009,T1560
Leviathan has archived victim's data prior to exfiltration.,TA0009,T1560
LightNeuron contains a function to encrypt and store emails that it collects.,TA0009,T1560
Lizar has encrypted data before sending it to the server.,TA0009,T1560
Lurid can compress data before sending it.,TA0009,T1560
Machete stores zipped files with profile data from installed web browsers.,TA0009,T1560
menuPass has encrypted files and information before exfiltration.,TA0009,T1560
NETWIRE has the ability to compress archived screenshots.,TA0009,T1560
Patchwork encrypted the collected files' path with AES and then encoded them with base64.,TA0009,T1560
Pillowmint has encrypted stolen credit card information with AES and further encoded it with Base64.,TA0009,T1560
"After collecting documents from removable media, Prikormka compresses the collected files, and encrypts it with Blowfish.",TA0009,T1560
Proton zips up files before exfiltrating them.,TA0009,T1560
Remexi encrypts and adds all gathered browser data into files for upload to C2.,TA0009,T1560
RunningRAT contains code to compress files.,TA0009,T1560
ShimRatReporter used LZ compression to compress initial reconnaissance reports before sending to the C2.,TA0009,T1560
TAINTEDSCRIBE has used FileReadZipSend to compress a file and send to C2.,TA0009,T1560
VERMIN encrypts the collected files using 3-DES.,TA0009,T1560
WellMail can archive files on the compromised host.,TA0009,T1560
"XCSSET will compress entire ~/Desktop folders excluding all .git folders, but only if the total data size is under 200MB.",TA0009,T1560
Zebrocy  has used a method similar to RC4 as well as AES for encryption and hexadecimal for encoding data before exfiltration.,TA0009,T1560
System scans can be performed to identify unauthorized archival utilities.,TA0009,T1560
"Monitor executed commands and arguments for actions that will aid in compression or encrypting data that is collected prior to exfiltration, such as tar.",TA0009,T1560
Monitor newly constructed files being written with extensions and/or headers associated with compressed or encrypted file types.,TA0009,T1560
"Detection efforts may focus on follow-on exfiltration activity, where compressed or encrypted files can be detected in transit with a network intrusion detection or data loss prevention system analyzing file headers.",TA0009,T1560
"Monitor for newly constructed processes and/or command-lines that aid in compression or encrypting data that is collected prior to exfiltration, such as 7-Zip, WinRAR, and WinZip.",TA0009,T1560
Monitor for any attempts to enable scripts running on a system would be considered suspicious.,TA0009,T1560
"If scripts are not commonly used on a system, but enabled, scripts running out of cycle from patching or other administrator functions are suspicious.",TA0009,T1560
Scripts should be captured from the file system when possible to determine their actions and intent.,TA0009,T1560
Adversaries may use utilities to compress and/or encrypt collected data prior to exfiltration.,TA0009,T1560.001
"Many utilities include functionalities to compress, encrypt, or otherwise package data into a format that is easier/more secure to transport.",TA0009,T1560.001
Adversaries may abuse various utilities to compress or encrypt data before exfiltration.,TA0009,T1560.001
"Some third party utilities may be preinstalled, such as tar on Linux and macOS or zip on Windows systems.",TA0009,T1560.001
"On Windows, diantz or  makecab may be used to package collected files into a cabinet (.cab) file.",TA0009,T1560.001
diantz may also be used to download and compress files from remote locations ( Remote Data Staging).,TA0009,T1560.001
"Additionally, xcopy on Windows can copy files and directories with a variety of options.",TA0009,T1560.001
"Adversaries may use also third party utilities, such as 7-Zip, WinRAR, and WinZip, to perform similar activities.",TA0009,T1560.001
AppleSeed can zip and encrypt data collected on a target system.,TA0009,T1560.001
APT1 has used RAR to compress files before moving them outside of the victim network.,TA0009,T1560.001
"APT28 has used a variety of utilities, including WinRAR, to archive collected data with password protection.",TA0009,T1560.001
APT29 used 7-Zip to compress stolen emails into password-protected archives prior to exfiltration.,TA0009,T1560.001
APT3 has used tools to compress data before exfilling it.,TA0009,T1560.001
APT33 has used WinRAR to compress data prior to exfil.,TA0009,T1560.001
APT39 has used WinRAR and 7-Zip to compress an archive stolen data.,TA0009,T1560.001
APT41 created a RAR archive of targeted files for exfiltration.,TA0009,T1560.001
Aquatic Panda has used WinRAR to compress memory dumps prior to exfiltration.,TA0009,T1560.001
BRONZE BUTLER has compressed data into password-protected RAR archives prior to exfiltration.,TA0009,T1560.001
Calisto uses the zip -r command to compress the data collected on the local system.,TA0009,T1560.001
Chimera has used gzip for Linux OS and a modified RAR software to archive data on Windows hosts.,TA0009,T1560.001
"CopyKittens uses ZPP, a .NET console program, to compress files with ZIP.",TA0009,T1560.001
"CORALDECK has created password-protected RAR, WinImage, and zip archives to be exfiltrated.",TA0009,T1560.001
Crutch has used the WinRAR utility to compress and encrypt stolen files.,TA0009,T1560.001
Daserf hides collected data in password-protected .rar archives.,TA0009,T1560.001
DustySky can compress files via RAR while staging data to be exfiltrated.,TA0009,T1560.001
FIN8 has used RAR to compress collected data before exfiltration.,TA0009,T1560.001
Fox Kitten has used 7-Zip to archive data.,TA0009,T1560.001
GALLIUM used WinRAR to compress and encrypt stolen data prior to exfiltration.,TA0009,T1560.001
"Gallmaker has used WinZip, likely to archive data prior to exfiltration.",TA0009,T1560.001
HAFNIUM has used 7-Zip and WinRAR to compress stolen files for exfiltration.,TA0009,T1560.001
iKitten will zip up the /Library/Keychains directory before exfiltrating it.,TA0009,T1560.001
InvisiMole uses WinRAR to compress data that is intended to be exfiltrated.,TA0009,T1560.001
Ke3chang is known to use 7Zip and RAR with passwords to encrypt data prior to exfiltration.,TA0009,T1560.001
Kimsuky has used QuickZip to archive stolen files before exfiltration.,TA0009,T1560.001
Magic Hound has used RAR to stage and compress local folders.,TA0009,T1560.001
menuPass has compressed files before exfiltration using TAR and RAR.,TA0009,T1560.001
Micropsia creates a RAR archive based on collected files on the victim's machine.,TA0009,T1560.001
"MuddyWater has used the native Windows cabinet creation tool, makecab.exe, likely to compress stolen data to be uploaded.",TA0009,T1560.001
Mustang Panda has used RAR to create password-protected archives of collected documents prior to exfiltration.,TA0009,T1560.001
Octopus has compressed data before exfiltrating it using a tool called Abbrevia.,TA0009,T1560.001
Okrum was seen using a RAR archiver tool to compress/decompress data.,TA0009,T1560.001
OopsIE compresses collected files with GZipStream before sending them to its C2 server.,TA0009,T1560.001
"Operation Wocao has archived collected files with WinRAR, prior to exfiltration.",TA0009,T1560.001
PoetRAT has the ability to compress files with zip.,TA0009,T1560.001
PoshC2 contains a module for compressing data using ZIP.,TA0009,T1560.001
"PowerShower has used 7Zip to compress .txt, .pdf, .xls or .doc files prior to exfiltration.",TA0009,T1560.001
PUNCHBUGGY has Gzipped information and saved it to a random temp file before exfil.,TA0009,T1560.001
Pupy can compress data with Zip before sending it over C2.,TA0009,T1560.001
Ramsay can compress and archive collected files using WinRAR.,TA0009,T1560.001
Sowbug extracted documents and bundled them into a RAR archive.,TA0009,T1560.001
Turian can use WinRAR to create a password-protected archive for files of interest.,TA0009,T1560.001
Turla has encrypted files stolen from connected USB drives into a RAR file before exfiltration.,TA0009,T1560.001
WindTail has the ability to use the macOS built-in zip utility to archive files.,TA0009,T1560.001
System scans can be performed to identify unauthorized archival utilities.,TA0009,T1560.001
"Monitor executed commands and arguments for actions that will aid in compression or encrypting data that is collected prior to exfiltration, such as tar.",TA0009,T1560.001
Monitor newly constructed files being written with extensions and/or headers associated with compressed or encrypted file types.,TA0009,T1560.001
"Detection efforts may focus on follow-on exfiltration activity, where compressed or encrypted files can be detected in transit with a network intrusion detection or data loss prevention system analyzing file headers.",TA0009,T1560.001
"Monitor for newly constructed processes and/or command-lines that aid in compression or encrypting data that is collected prior to exfiltration, such as 7-Zip, WinRAR, and WinZip.",TA0009,T1560.001
An adversary may compress or encrypt data that is collected prior to exfiltration using 3rd party libraries.,TA0009,T1560.002
"Many libraries exist that can archive data, including Python rarfile , libzip , and zlib .",TA0009,T1560.002
Most libraries include functionality to encrypt and/or compress data.,TA0009,T1560.002
"Some archival libraries are preinstalled on systems, such as bzip2 on macOS and Linux, and zip on Windows.",TA0009,T1560.002
Note that the libraries are different from the utilities.,TA0009,T1560.002
"The libraries can be linked against when compiling, while the utilities require spawning a subshell, or a similar execution mechanism.",TA0009,T1560.002
BADFLICK has compressed data using the aPLib compression library.,TA0009,T1560.002
BBSRAT can compress data with ZLIB prior to sending it back to the C2 server.,TA0009,T1560.002
Cardinal RAT applies compression to C2 traffic using the ZLIB library.,TA0009,T1560.002
Denis compressed collected data using zlib.,TA0009,T1560.002
Epic compresses the collected data with bzip2 before sending it to the C2 server.,TA0009,T1560.002
FoggyWeb can invoke the Common.Compress method to compress data with the C# GZipStream compression class.,TA0009,T1560.002
InvisiMole can use zlib to compress and decompress data.,TA0009,T1560.002
"Lazarus Group malware IndiaIndia saves information gathered about the victim to a file that is compressed with Zlib, encrypted, and uploaded to a C2 server.",TA0009,T1560.002
SeaDuke compressed data with zlib prior to sending it over C2.,TA0009,T1560.002
TajMahal has the ability to use the open source libraries XZip/Xunzip and zlib to compress files.,TA0009,T1560.002
"Threat Group-3390 has used RAR to compress, encrypt, and password-protect files prior to exfiltration.",TA0009,T1560.002
The ZLib backdoor compresses communications using the standard Zlib compression library.,TA0009,T1560.002
Monitor newly constructed files being written with extensions and/or headers associated with compressed or encrypted file types.,TA0009,T1560.002
"Detection efforts may focus on follow-on exfiltration activity, where compressed or encrypted files can be detected in transit with a network intrusion detection or data loss prevention system analyzing file headers.",TA0009,T1560.002
Monitor for any attempts to enable scripts running on a system would be considered suspicious.,TA0009,T1560.002
"If scripts are not commonly used on a system, but enabled, scripts running out of cycle from patching or other administrator functions are suspicious.",TA0009,T1560.002
Scripts should be captured from the file system when possible to determine their actions and intent.,TA0009,T1560.002
An adversary may compress or encrypt data that is collected prior to exfiltration using a custom method.,TA0009,T1560.003
"Adversaries may choose to use custom archival methods, such as encryption with XOR or stream ciphers implemented with no external library or utility references.",TA0009,T1560.003
Custom implementations of well-known compression algorithms have also been used.,TA0009,T1560.003
ADVSTORESHELL compresses output data generated by command execution with a custom implementation of the Lempel–Ziv–Welch (LZW) algorithm.,TA0009,T1560.003
Agent.btz saves system information into an XML file that is then XOR-encoded.,TA0009,T1560.003
Attor encrypts collected data with a custom implementation of Blowfish and RSA ciphers.,TA0009,T1560.003
BLUELIGHT has encoded data into a binary blob using XOR.,TA0009,T1560.003
CopyKittens encrypts data with a substitute cipher prior to exfiltration.,TA0009,T1560.003
"Modules can be pushed to and executed by Duqu that copy data to a staging area, compress it, and XOR encrypt it.",TA0009,T1560.003
"FIN6 has encoded data gathered from the victim with a simple substitution cipher and single-byte XOR using the 0xAA key, and Base64 with character permutation.",TA0009,T1560.003
FLASHFLOOD employs the same encoding scheme as SPACESHIP for data it stages.,TA0009,T1560.003
"Data is compressed with zlib, and bytes are rotated four times before being XOR'ed with 0x23.",TA0009,T1560.003
FoggyWeb can use a dynamic XOR key and a custom XOR methodology to encode data before exfiltration.,TA0009,T1560.003
"Also, FoggyWeb can encode C2 command output within a legitimate WebP file.",TA0009,T1560.003
FrameworkPOS can XOR credit card information before exfiltration.,TA0009,T1560.003
HAWKBALL has encrypted data with XOR before sending it over the C2 channel.,TA0009,T1560.003
InvisiMole uses a variation of the XOR cipher to encrypt files before exfiltration.,TA0009,T1560.003
Kimsuky has used RC4 encryption before exfil.,TA0009,T1560.003
A Lazarus Group malware sample encrypts data using a simple byte based XOR operation prior to exfiltration.,TA0009,T1560.003
Machete's collected data is encrypted with AES before exfiltration.,TA0009,T1560.003
MESSAGETAP has XOR-encrypted and stored contents of SMS messages that matched its target list.,TA0009,T1560.003
Mustang Panda has encrypted documents with RC4 prior to exfiltration.,TA0009,T1560.003
NETWIRE has used a custom encryption algorithm to encrypt collected data.,TA0009,T1560.003
Okrum has used a custom implementation of AES encryption to encrypt collected data.,TA0009,T1560.003
OopsIE compresses collected files with a simple character replacement scheme before sending them to its C2 server.,TA0009,T1560.003
OSX_OCEANLOTUS.D scrambles and encrypts data using AES256 before sending it to the C2 server.,TA0009,T1560.003
OwaAuth DES-encrypts captured credentials using the key 12345678 before writing the credentials to a log file.,TA0009,T1560.003
Ramsay can store collected documents in a custom container after encrypting and compressing them using RC4 and WinRAR.,TA0009,T1560.003
RawPOS encodes credit card data it collected from the victim with XOR.,TA0009,T1560.003
Reaver encrypts collected data with an incremental XOR key prior to exfiltration.,TA0009,T1560.003
RGDoor encrypts files with XOR before sending them back to the C2 server.,TA0009,T1560.003
Rising Sun can archive data using RC4 encryption and Base64 encoding prior to exfiltration.,TA0009,T1560.003
Data SPACESHIP copies to the staging area is compressed with zlib.,TA0009,T1560.003
Bytes are rotated by four positions and XOR'ed with 0x23.,TA0009,T1560.003
StrongPity can compress and encrypt archived files into multiple .sft files with a repeated xor encryption scheme.,TA0009,T1560.003
Stuxnet encrypts exfiltrated data via C2 with static 31-byte long XOR keys.,TA0009,T1560.003
T9000 encrypts collected data using a single byte XOR key.,TA0009,T1560.003
Monitor newly constructed files being written with extensions and/or headers associated with compressed or encrypted file types.,TA0009,T1560.003
"Detection efforts may focus on follow-on exfiltration activity, where compressed or encrypted files can be detected in transit with a network intrusion detection or data loss prevention system analyzing file headers.",TA0009,T1560.003
Monitor for any attempts to enable scripts running on a system would be considered suspicious.,TA0009,T1560.003
"If scripts are not commonly used on a system, but enabled, scripts running out of cycle from patching or other administrator functions are suspicious.",TA0009,T1560.003
Scripts should be captured from the file system when possible to determine their actions and intent.,TA0009,T1560.003
"An adversary can leverage a computer's peripheral devices (, microphones and webcams) or applications (, voice and video call services) to capture audio recordings for the purpose of listening into sensitive conversations to gather information.",TA0009,T1123
Malware or scripts may be used to interact with the devices through an available API provided by the operating system or an application to capture audio.,TA0009,T1123
Audio files may be written to disk and exfiltrated later.,TA0009,T1123
APT37 has used an audio capturing utility known as SOUNDWAVE that captures microphone input.,TA0009,T1123
Attor's has a plugin that is capable of recording audio using available input sound devices.,TA0009,T1123
